JobId,UserId,GroupId,Name,JobState,Partition,TimeLimit,StartTime,EndTime,NodeList,NodeCnt,ProcCnt,WorkDir,ReservationName,Tres,Account,QOS,WcKey,Cluster,SubmitTime,EligibleTime,DerivedExitCode,ExitCode
49,licia(1001),licia(1001),bash,COMPLETED,normal,1,2024-02-02T15:57:38,2024-02-02T15:57:53,compute01,1,1,/home/licia/scratch,,"cpu=1,mem=14000M,node=1,billing=1",,,,unknown,2024-02-02T15:57:38,2024-02-02T15:57:38,0:0,0:0
50,licia(1001),licia(1001),hello_world,COMPLETED,normal,1440,2024-02-02T16:04:46,2024-02-02T16:04:46,compute[01-03],3,3,/home/licia/scratch,,"cpu=3,mem=42000M,node=3,billing=3",,,,unknown,2024-02-02T16:04:45,2024-02-02T16:04:45,0:0,0:0
51,licia(1001),licia(1001),hello_world,COMPLETED,normal,1440,2024-02-02T16:09:04,2024-02-02T16:09:04,compute[00-02],3,3,/home/licia/scratch,,"cpu=3,mem=42000M,node=3,billing=3",,,,unknown,2024-02-02T16:09:03,2024-02-02T16:09:03,0:0,0:0
52,licia(1001),licia(1001),hello_world,COMPLETED,normal,1440,2024-02-02T16:14:23,2024-02-02T16:14:23,compute00,1,3,/home/licia/scratch,,"cpu=3,mem=14000M,node=1,billing=3",,,,unknown,2024-02-02T16:14:22,2024-02-02T16:14:22,0:0,0:0
53,licia(1001),licia(1001),hello_world,COMPLETED,normal,1440,2024-02-02T16:14:57,2024-02-02T16:14:57,compute[00-02],3,3,/home/licia/scratch,,"cpu=3,mem=42000M,node=3,billing=3",,,,unknown,2024-02-02T16:14:56,2024-02-02T16:14:56,0:0,0:0
54,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:24:54,2024-02-02T16:25:39,compute[00-01],2,2,/home/licia/scratch,,"cpu=2,mem=1000M,node=2,billing=2",,,,unknown,2024-02-02T16:24:54,2024-02-02T16:24:54,0:0,0:0
55,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:26:25,2024-02-02T16:27:10,compute[00-01],2,2,/home/licia/scratch,,"cpu=2,mem=1000M,node=2,billing=2",,,,unknown,2024-02-02T16:26:24,2024-02-02T16:26:24,0:0,0:0
56,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:28:26,2024-02-02T16:29:23,compute[00-01],2,2,/home/licia/scratch,,"cpu=2,mem=1000M,node=2,billing=2",,,,unknown,2024-02-02T16:28:25,2024-02-02T16:28:25,0:0,0:0
57,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:28:26,2024-02-02T16:29:23,compute[00-01],2,2,/home/licia/scratch,,"cpu=2,mem=1000M,node=2,billing=2",,,,unknown,2024-02-02T16:28:26,2024-02-02T16:28:26,0:0,0:0
72,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:28:34,2024-02-02T16:30:13,compute[02-03],2,2,/home/licia/scratch,,"cpu=2,mem=1000M,node=2,billing=2",,,,unknown,2024-02-02T16:28:33,2024-02-02T16:28:33,0:0,0:0
74,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:28:34,2024-02-02T16:30:13,compute[02-03],2,2,/home/licia/scratch,,"cpu=2,mem=1000M,node=2,billing=2",,,,unknown,2024-02-02T16:28:34,2024-02-02T16:28:34,0:0,0:0
73,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:28:34,2024-02-02T16:30:35,compute[02-03],2,2,/home/licia/scratch,,"cpu=2,mem=1000M,node=2,billing=2",,,,unknown,2024-02-02T16:28:33,2024-02-02T16:28:33,0:0,0:0
75,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:28:37,2024-02-02T16:30:42,compute[02-03],2,2,/home/licia/scratch,,"cpu=2,mem=1000M,node=2,billing=2",,,,unknown,2024-02-02T16:28:34,2024-02-02T16:28:34,0:0,0:0
61,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:28:29,2024-02-02T16:30:57,compute[00-01],2,2,/home/licia/scratch,,"cpu=2,mem=1000M,node=2,billing=2",,,,unknown,2024-02-02T16:28:28,2024-02-02T16:28:28,0:0,0:0
62,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:28:29,2024-02-02T16:30:57,compute[00-01],2,2,/home/licia/scratch,,"cpu=2,mem=1000M,node=2,billing=2",,,,unknown,2024-02-02T16:28:28,2024-02-02T16:28:28,0:0,0:0
60,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:28:29,2024-02-02T16:30:57,compute[00-01],2,2,/home/licia/scratch,,"cpu=2,mem=1000M,node=2,billing=2",,,,unknown,2024-02-02T16:28:27,2024-02-02T16:28:27,0:0,0:0
63,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:28:29,2024-02-02T16:30:57,compute[00-01],2,2,/home/licia/scratch,,"cpu=2,mem=1000M,node=2,billing=2",,,,unknown,2024-02-02T16:28:29,2024-02-02T16:28:29,0:0,0:0
59,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:28:29,2024-02-02T16:31:01,compute[00-01],2,2,/home/licia/scratch,,"cpu=2,mem=1000M,node=2,billing=2",,,,unknown,2024-02-02T16:28:27,2024-02-02T16:28:27,0:0,0:0
58,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:28:29,2024-02-02T16:31:03,compute[00-01],2,2,/home/licia/scratch,,"cpu=2,mem=1000M,node=2,billing=2",,,,unknown,2024-02-02T16:28:26,2024-02-02T16:28:26,0:0,0:0
70,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:28:34,2024-02-02T16:31:10,compute[00-01],2,2,/home/licia/scratch,,"cpu=2,mem=1000M,node=2,billing=2",,,,unknown,2024-02-02T16:28:32,2024-02-02T16:28:32,0:0,0:0
66,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:28:31,2024-02-02T16:31:10,compute[00-01],2,2,/home/licia/scratch,,"cpu=2,mem=1000M,node=2,billing=2",,,,unknown,2024-02-02T16:28:30,2024-02-02T16:28:30,0:0,0:0
65,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:28:31,2024-02-02T16:31:10,compute[00-01],2,2,/home/licia/scratch,,"cpu=2,mem=1000M,node=2,billing=2",,,,unknown,2024-02-02T16:28:30,2024-02-02T16:28:30,0:0,0:0
69,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:28:34,2024-02-02T16:31:10,compute[00-01],2,2,/home/licia/scratch,,"cpu=2,mem=1000M,node=2,billing=2",,,,unknown,2024-02-02T16:28:32,2024-02-02T16:28:32,0:0,0:0
71,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:28:34,2024-02-02T16:31:10,compute[00-01],2,2,/home/licia/scratch,,"cpu=2,mem=1000M,node=2,billing=2",,,,unknown,2024-02-02T16:28:32,2024-02-02T16:28:32,0:0,0:0
64,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:28:31,2024-02-02T16:31:11,compute[00-01],2,2,/home/licia/scratch,,"cpu=2,mem=1000M,node=2,billing=2",,,,unknown,2024-02-02T16:28:29,2024-02-02T16:28:29,0:0,0:0
67,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:28:31,2024-02-02T16:31:11,compute[00-01],2,2,/home/licia/scratch,,"cpu=2,mem=1000M,node=2,billing=2",,,,unknown,2024-02-02T16:28:31,2024-02-02T16:28:31,0:0,0:0
68,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:28:34,2024-02-02T16:31:11,compute[00-01],2,2,/home/licia/scratch,,"cpu=2,mem=1000M,node=2,billing=2",,,,unknown,2024-02-02T16:28:31,2024-02-02T16:28:31,0:0,0:0
76,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:33:01,2024-02-02T16:34:03,compute[00-03],4,4,/home/licia/scratch,,"cpu=4,mem=2000M,node=4,billing=4",,,,unknown,2024-02-02T16:33:01,2024-02-02T16:33:01,0:0,0:0
82,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:33:07,2024-02-02T16:34:18,compute[00-03],4,4,/home/licia/scratch,,"cpu=4,mem=2000M,node=4,billing=4",,,,unknown,2024-02-02T16:33:05,2024-02-02T16:33:05,0:0,0:0
83,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:33:07,2024-02-02T16:34:19,compute[00-03],4,4,/home/licia/scratch,,"cpu=4,mem=2000M,node=4,billing=4",,,,unknown,2024-02-02T16:33:05,2024-02-02T16:33:05,0:0,0:0
77,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:33:02,2024-02-02T16:34:20,compute[00-03],4,4,/home/licia/scratch,,"cpu=4,mem=2000M,node=4,billing=4",,,,unknown,2024-02-02T16:33:02,2024-02-02T16:33:02,0:0,0:0
80,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:33:04,2024-02-02T16:34:20,compute[00-03],4,4,/home/licia/scratch,,"cpu=4,mem=2000M,node=4,billing=4",,,,unknown,2024-02-02T16:33:04,2024-02-02T16:33:04,0:0,0:0
78,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:33:04,2024-02-02T16:34:21,compute[00-03],4,4,/home/licia/scratch,,"cpu=4,mem=2000M,node=4,billing=4",,,,unknown,2024-02-02T16:33:02,2024-02-02T16:33:02,0:0,0:0
81,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:33:04,2024-02-02T16:34:21,compute[00-03],4,4,/home/licia/scratch,,"cpu=4,mem=2000M,node=4,billing=4",,,,unknown,2024-02-02T16:33:04,2024-02-02T16:33:04,0:0,0:0
79,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:33:04,2024-02-02T16:34:26,compute[00-03],4,4,/home/licia/scratch,,"cpu=4,mem=2000M,node=4,billing=4",,,,unknown,2024-02-02T16:33:03,2024-02-02T16:33:03,0:0,0:0
87,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:33:07,2024-02-02T16:34:43,compute[00-03],4,4,/home/licia/scratch,,"cpu=4,mem=2000M,node=4,billing=4",,,,unknown,2024-02-02T16:33:07,2024-02-02T16:33:07,0:0,0:0
86,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:33:07,2024-02-02T16:34:43,compute[00-03],4,4,/home/licia/scratch,,"cpu=4,mem=2000M,node=4,billing=4",,,,unknown,2024-02-02T16:33:07,2024-02-02T16:33:07,0:0,0:0
85,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:33:07,2024-02-02T16:34:45,compute[00-03],4,4,/home/licia/scratch,,"cpu=4,mem=2000M,node=4,billing=4",,,,unknown,2024-02-02T16:33:06,2024-02-02T16:33:06,0:0,0:0
84,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:33:07,2024-02-02T16:34:48,compute[00-03],4,4,/home/licia/scratch,,"cpu=4,mem=2000M,node=4,billing=4",,,,unknown,2024-02-02T16:33:06,2024-02-02T16:33:06,0:0,0:0
89,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:33:10,2024-02-02T16:34:57,compute[00-03],4,4,/home/licia/scratch,,"cpu=4,mem=2000M,node=4,billing=4",,,,unknown,2024-02-02T16:33:08,2024-02-02T16:33:08,0:0,0:0
91,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:33:10,2024-02-02T16:34:58,compute[00-03],4,4,/home/licia/scratch,,"cpu=4,mem=2000M,node=4,billing=4",,,,unknown,2024-02-02T16:33:09,2024-02-02T16:33:09,0:0,0:0
90,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:33:10,2024-02-02T16:35:00,compute[00-03],4,4,/home/licia/scratch,,"cpu=4,mem=2000M,node=4,billing=4",,,,unknown,2024-02-02T16:33:08,2024-02-02T16:33:08,0:0,0:0
88,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:33:10,2024-02-02T16:35:01,compute[00-03],4,4,/home/licia/scratch,,"cpu=4,mem=2000M,node=4,billing=4",,,,unknown,2024-02-02T16:33:08,2024-02-02T16:33:08,0:0,0:0
146,licia(1001),licia(1001),loop_serial,CANCELLED,normal,1440,2024-02-02T16:35:43,2024-02-02T16:35:43,(null),0,4,/home/licia/scratch,,"cpu=4,mem=2000M,node=4,billing=4",,,,unknown,2024-02-02T16:35:27,2024-02-02T16:35:27,0:0,0:0
94,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:34:19,2024-02-02T16:35:52,compute[00-03],4,4,/home/licia/scratch,,"cpu=4,mem=2000M,node=4,billing=4",,,,unknown,2024-02-02T16:33:10,2024-02-02T16:33:10,0:0,0:0
93,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:34:19,2024-02-02T16:35:54,compute[00-03],4,4,/home/licia/scratch,,"cpu=4,mem=2000M,node=4,billing=4",,,,unknown,2024-02-02T16:33:10,2024-02-02T16:33:10,0:0,0:0
92,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:34:03,2024-02-02T16:35:56,compute[00-03],4,4,/home/licia/scratch,,"cpu=4,mem=2000M,node=4,billing=4",,,,unknown,2024-02-02T16:33:09,2024-02-02T16:33:09,0:0,0:0
95,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:34:21,2024-02-02T16:35:56,compute[00-03],4,4,/home/licia/scratch,,"cpu=4,mem=2000M,node=4,billing=4",,,,unknown,2024-02-02T16:33:11,2024-02-02T16:33:11,0:0,0:0
96,licia(1001),licia(1001),loop_serial,COMPLETED,normal,1440,2024-02-02T16:34:21,2024-02-02T16:35:57,compute[00-03],4,4,/home/licia/scratch,,"cpu=4,mem=2000M,node=4,billing=4",,,,unknown,2024-02-02T16:33:11,2024-02-02T16:33:11,0:0,0:0
